"","market_id","marketName","marketShortName","timeStamp","n"
"214",5355,"Will Trump's Rasmussen approval be 47% or higher on Mar. 20?","Trump's Rasmussen at 47+ on 3/20?",2020-02-11 07:27:06,1
"215",5356,"What will Trump's Rasmussen Presidential Approval Index be on Mar. 20?","Trump Rasmussen Approval Index 3/20?",2020-02-11 07:27:13,7
"216",5368,"What will Trump's 538 job approval index be for Mar. 26?","Trump 538 approval on 3/26?",2020-02-11 07:28:37,7
"217",5373,"Will Trump's Rasmussen approval be 48% or higher on Mar. 27?","Trump's Rasmussen at 48+ on 3/27?",2020-02-11 07:29:12,1
"218",5389,"Will Trump's Rasmussen approval be 49% or higher on Apr. 3?","Trump's Rasmussen at 49+ on 4/3?",2020-02-11 07:31:04,1
"219",5419,"Will Trump's Rasmussen approval be 51% or higher on Apr. 17?","Trump's Rasmussen at 51+ on 4/17?",2020-02-11 07:34:27,1
"220",5464,"What will the 2nd estimate of Q1 2019 GDP be?","2nd estimate of 1Q19 GDP?",2020-02-11 07:39:36,9
"221",5467,"Will Trump's Rasmussen approval be 50% or higher on May 8?","Trump's Rasmussen at 50+ on 5/8?",2020-02-11 07:39:57,1
"222",5498,"Will Trump's Rasmussen approval be 49% or higher on May 15?","Trump's Rasmussen at 49+ on 5/15?",2020-02-11 07:43:34,1
"223",5514,"Will Trump's Rasmussen approval be 48% or higher on May 22?","Trump's Rasmussen at 48+ on 5/2?",2020-02-11 07:45:26,1
"224",5538,"Will Trump's Rasmussen approval be 46% or higher on May 29?","Trump's Rasmussen at 46+ on 5/29?",2020-02-11 07:48:07,1
"225",5572,"Will Trump's Rasmussen approval be 49% or higher on June 12?","Trump's Rasmussen at 49+ on 6/12?",2020-02-11 07:51:30,1
"226",5615,"Will Trump's Rasmussen approval be 47% or higher on June 26?","Trump's Rasmussen at 47+ on 6/26?",2020-02-11 07:55:22,1
"227",5616,"Will Biden's polling support increase after 1st debate?","Biden polling higher after 1st debate?",2020-02-11 07:55:28,1
"228",5618,"Will Sanders' polling support increase after 1st debate?","Sanders polling higher after 1st debate?",2020-02-11 07:55:42,1
"229",5619,"Will any lower tier Democratic candidate poll at 5%+ after debate?","Any lower tier Dem at 5%+ after debate?",2020-02-11 07:55:49,1
"230",5660,"Will Trump's Rasmussen approval be 49% or higher on July 10?","Trump's Rasmussen at 49+ on 7/10?",2020-02-11 08:00:37,1
"231",5674,"Will Trump's Rasmussen approval be 49% or higher on July 17?","Trump's Rasmussen at 49+ on 7/17?",2020-02-11 08:02:08,1
"232",5680,"What will Kamala Harris' SR polling rank be on July 18?","Harris' SR rank on 7/18?",2020-02-11 08:02:50,5
"233",5681,"What will Elizabeth Warren's SR polling rank be on July 18?","Warren's SR rank on 7/18?",2020-02-11 08:02:57,5
"234",5682,"What will Bernie Sanders' SR polling rank be on July 18?","Sanders' SR rank on 7/18?",2020-02-11 08:03:04,5
"235",5691,"Will Trump's Rasmussen approval be 50% or higher on July 24?","Trump's Rasmussen at 50+ on 7/24?",2020-02-11 08:04:07,1
"236",5695,"Who will see the biggest polling bump from the 2nd debate?","Biggest 2nd debate polling bump?",2020-02-11 08:04:35,9
"237",5696,"Who will see the biggest polling decline from the 2nd debate?","Biggest 2nd debate polling decline?",2020-02-11 08:04:42,9
"238",5698,"How many Democratic candidates will poll at 5%+ after 2nd debate?","How many Dems at 5%+ after 2nd debate?",2020-02-11 08:04:56,6
"239",5716,"Will Trump's Rasmussen approval be 48% or higher on July 31?","Trump's Rasmussen at 48+ on 7/31?",2020-02-11 08:07:02,1
"240",5764,"Will Trump's Rasmussen approval be 47% or higher on August 14?","Trump's Rasmussen at 47+ on 8/14?",2020-02-11 08:12:31,1
"241",5779,"How many @realDonaldTrump tweets mention China noon 8/13 - noon 8/20?","Trump China tweets noon 8/13-8/20?",2020-02-11 08:14:16,10
"242",5783,"Will Trump's Rasmussen approval be 45% or higher on August 21?","Trump's Rasmussen at 45+ on 8/21?",2020-02-11 08:14:30,1
"243",5806,"What will the second estimate of Q2 2019 GDP be?","2nd estimate of 2Q19 GDP?",2020-02-11 08:16:50,9
"244",5825,"Will Trump's Rasmussen approval be 47% or higher on Sept. 4?","Trump's Rasmussen at 47+ on 9/4?",2020-02-11 08:18:21,1
"245",5875,"Who will see the biggest ScottRasmussen.com decline from the Houston debate?","Biggest TX debate SR polling decline?",2020-02-11 08:24:12,10
"246",5876,"Who will see the biggest ScottRasmussen.com bump from the Houston debate?","Biggest TX debate SR polling bump?",2020-02-11 08:24:19,10
"247",5896,"Will Trump's Rasmussen approval be 51% or higher on Sept. 25?","Trump's Rasmussen at 51+ on 9/25?",2020-02-11 08:26:25,1
"248",6061,"Will Trump's Rasmussen approval be 47% or higher on Nov. 6?","Trump's Rasmussen at 47+ on 11/6?",2020-02-11 08:40:04,1
"249",6084,"How many VA House seats will Democrats win in the 2019 election?","VA Dem House seats in 2019 election?",2020-02-11 08:42:45,8
"250",6091,"Will Trump's Rasmussen approval be 46% or higher on Nov. 13?","Trump's Rasmussen at 46%+ on 11/13?",2020-02-11 08:43:34,1
"251",6107,"How many seats will Spain's Socialist Party win in the November 2019 election?","Seats won by PSOE in November?",2020-02-11 08:44:16,7
"252",6151,"Will Trump's Rasmussen approval be 48% or higher on Nov. 27?","Trump's Rasmussen at 48%+ on 11/27?",2020-02-11 08:49:04,1
"253",6282,"How many tweets will @whitehouse post from noon Jan. 8 to 9?","@whitehouse tweets 1/8 - 1/9?",2020-02-11 10:01:21,9
"254",6318,"Whom will the New York Times endorse for Democratic nominee?","NYT endorsement for Democratic nominee?",2020-02-11 10:05:26,8
"255",6391,"What will Trump's 538 job approval index be for Feb. 11?","Trump 538 approval 2/11?",2020-02-12 11:18:32,8
"256",6468,"How much will Donald Trump raise in February?","Trump fundraising in February?",2020-08-08 05:47:49,9
