"V1";"V2"
"Which candidate will see the worst polling decline after the NBC debate?";"Biggest decline after NBC debate?"
"Which candidate will see the worst polling decline after the NBC debate?";"Biggest decline after NBC debate?"
"Which candidate will see the worst polling decline after the NBC debate?";"Biggest decline after NBC debate?"
"Which candidate will get the most speaking time at the NBC debate?";"Most speaking time at NBC debate?"
"Which candidate will get the most speaking time at the NBC debate?";"Most speaking time at NBC debate?"
"Which candidate will get the most speaking time at the NBC debate?";"Most speaking time at NBC debate?"
"Will a Fox Business debate moderator or candidate use the phrase ""natural born""?";"Will FBN debate include ""natural born"" citizenship?"
"Will an NBC debate moderator ask Clinton about Iran and John Kerry?";"NBC debate question for Clinton on Iran and Kerry?"
"Will Obama's Gallup approval be 47% or higher for January 19-21?";"Obama's Gallup at 47+ 1/19-1/21?"
"Will congressional job approval be at least 13.5% on January 22?";"Congress approval 13.5+ on 1/22?"
"Will ""Right Direction"" poll at 26.5%+ on January 22?";"Direction of country 26.5+ on 1/22?"
"What will Obama's average job approval be at end of day January 22?";"Obama avg. approval on 1/22?"
"What will Obama's average job approval be at end of day January 22?";"Obama avg. approval on 1/22?"
"What will Obama's average job approval be at end of day January 22?";"Obama avg. approval on 1/22?"
"What will Obama's average job approval be at end of day January 22?";"Obama avg. approval on 1/22?"
"What will Obama's average job approval be at end of day January 22?";"Obama avg. approval on 1/22?"
"Will Obama's Gallup approval be 47% or higher for January 26-28?";"Obama's Gallup at 47+ 1/26-1/28?"
"Will ""Right Direction"" poll at 28.0%+ on January 29?";"Direction of country 28.0+ on 1/29?"
"Will congressional job approval be at least 14.0% on January 29?";"Congress approval 14.0+ on 1/29?"
"What will Obama's average job approval be at end of day January 29?";"Obama avg. approval on 1/29?"
"What will Obama's average job approval be at end of day January 29?";"Obama avg. approval on 1/29?"
"What will Obama's average job approval be at end of day January 29?";"Obama avg. approval on 1/29?"
"What will Obama's average job approval be at end of day January 29?";"Obama avg. approval on 1/29?"
"What will Obama's average job approval be at end of day January 29?";"Obama avg. approval on 1/29?"
"Will Rand Paul participate in the first-tier Fox News debate?";"Will Paul make the big FNC debate?"
"Will Chris Christie participate in the first-tier Fox News debate?";"Will Christie make the big FNC debate?"
"Will a CNN town hall moderator, questioner or candidate bring up Palin?";"Will CNN town hall mention Palin's Trump endorsement?"
"Will a CNN town hall moderator or questioner ask Clinton about ""special access programs""?";"CNN question for Clinton on new email revelations?"
"Will a CNN town hall moderator, questioner or candidate bring up the Oscars?";"Will CNN town hall mention Oscars' racial controversy?"
"Will Michael Bloomberg become a presidential candidate by March 31?";"Will Bloomberg run?"
"Which candidate will get the most speaking time at the FNC debate?";"Most speaking time at FNC debate?"
"Which candidate will get the most speaking time at the FNC debate?";"Most speaking time at FNC debate?"
"Which candidate will get the most speaking time at the FNC debate?";"Most speaking time at FNC debate?"
"Which candidate will get the most speaking time at the FNC debate?";"Most speaking time at FNC debate?"
"Which candidate will get the most speaking time at the FNC debate?";"Most speaking time at FNC debate?"
"Which candidate will get the most speaking time at the FNC debate?";"Most speaking time at FNC debate?"
"Which candidate will get the most speaking time at the FNC debate?";"Most speaking time at FNC debate?"
"Which candidate will get the most speaking time at the FNC debate?";"Most speaking time at FNC debate?"
"Will Donald Trump participate in the first-tier Fox News debate?";"Will Trump show up for FNC debate?"
"Will Michigan governor Rick Snyder resign by June 30?";"Will MI Gov. Snyder resign by June 30?"
"Will a Fox News moderator, questioner or candidate bring up Flint, Michigan?";"Will FNC debate involve Flint, MI?"
"Will a Fox News moderator, questioner or candidate bring up National Review?";"Will FNC debate involve National Review?"
"Will a Fox News moderator, questioner or candidate bring up Michael Bloomberg?";"Will FNC debate involve Mike Bloomberg?"
"What will the average viewership be for the Fox News debate?";"How many viewers for FNC debate?"
"What will the average viewership be for the Fox News debate?";"How many viewers for FNC debate?"
"What will the average viewership be for the Fox News debate?";"How many viewers for FNC debate?"
"What will the average viewership be for the Fox News debate?";"How many viewers for FNC debate?"
"What will the average viewership be for the Fox News debate?";"How many viewers for FNC debate?"
"Will Obama's Gallup approval be 48% or higher for February 2 - 4??";"Obama's Gallup at 48+ 2/2-2/4?"
"Will ""Right Direction"" poll at 29.5%+ on February 5?";"Direction of country 29.5+ on 2/5?"
"Will congressional job approval be at least 14.5% on February 5?";"Congress approval 14.5+ on 2/5?"
"What will Obama's average job approval be at end of day February 5?";"Obama avg. approval on 2/5?"
"What will Obama's average job approval be at end of day February 5?";"Obama avg. approval on 2/5?"
"What will Obama's average job approval be at end of day February 5?";"Obama avg. approval on 2/5?"
"What will Obama's average job approval be at end of day February 5?";"Obama avg. approval on 2/5?"
"What will Obama's average job approval be at end of day February 5?";"Obama avg. approval on 2/5?"
"Will primary polling give Sanders at least 37% on February 29?";"Sanders at 37%+ on Feb 29?"
"Will primary polling give Clinton at least 52% on February 29?";"Clinton at 52%+ on Feb 29?"
"Will primary polling give Christie at least 4% on February 29?";"Christie at 4%+ on Feb 29?"
"Will primary polling give Bush at least 5% on February 29?";"Bush at 5%+ on Feb 29?"
"Will primary polling give Carson at least 7% on February 29?";"Carson at 7%+ on Feb 29?"
"Will primary polling give Rubio at least 15% on February 29?";"Rubio at 15%+ on Feb 29?"
"Will primary polling give Cruz at least 20% on February 29?";"Cruz at 20%+ on Feb 29?"
"Will primary polling give Trump at least 35% on February 29?";"Trump at 35%+ on Feb 29?"
"Will primary polling give Kasich at least 2% on February 29?";"Kasich at 2%+ on Feb 29?"
"Will primary polling give Fiorina at least 2% on February 29?";"Fiorina at 2%+ on Feb 29?"
"Will the DNC sanction a Democratic presidential debate in New York?";"Dem debate in New York?"
"Will an MSNBC moderator or questioner bring up the role of coin tosses in Iowa caucus?";"MSNBC question on IA caucus coin tosses?"
"Which candidate will get the most speaking time at the MSNBC debate?";"Most speaking time at MSNBC debate?"
"Which candidate will get the most speaking time at the MSNBC debate?";"Most speaking time at MSNBC debate?"
"Will Enda Kenny be re-elected taoiseach after the Irish general election?";"Will Kenny be re-elected taoiseach?"
"Will Bush drop out by February 12?";"Will Bush drop out by 2/12?"
"Will Christie drop out by February 12?";"Will Christie drop out by 2/12?"
"Will Kasich drop out by February 12?";"Will Kasich drop out by 2/12?"
"Will Fiorina drop out by February 12?";"Will Fiorina drop out by 2/12?"
"Will Carson drop out by February 12?";"Will Carson drop out by 2/12?"
"Will Carly Fiorina participate in the ABC debate?";"Will Fiorina participate in the ABC debate?"
"Which candidate will get the most speaking time at the ABC debate?";"Most speaking time at ABC debate?"
"Which candidate will get the most speaking time at the ABC debate?";"Most speaking time at ABC debate?"
"Which candidate will get the most speaking time at the ABC debate?";"Most speaking time at ABC debate?"
"Which candidate will get the most speaking time at the ABC debate?";"Most speaking time at ABC debate?"
"Which candidate will get the most speaking time at the ABC debate?";"Most speaking time at ABC debate?"
"Which candidate will get the most speaking time at the ABC debate?";"Most speaking time at ABC debate?"
"Which candidate will get the most speaking time at the ABC debate?";"Most speaking time at ABC debate?"
"Which candidate will get the most speaking time at the ABC debate?";"Most speaking time at ABC debate?"
"Will an ABC moderator or questioner bring up controversial Cruz campaign tactics?";"ABC question on Cruz ""dirty tricks""?"
"Will Obama's Gallup approval be 47% or higher for February 9 - 11?";"Obama's Gallup at 47+ 2/9-2/11?"
"Will ""Right Direction"" poll at 30.0%+ on February 12?";"Direction of country 30+ on 2/12?"
"Will congressional job approval be at least 14.0% on February 12?";"Congress approval 14+ on 2/12?"
"What will Obama's average job approval be at end of day February 12?";"Obama avg. approval 2/12?"
"What will Obama's average job approval be at end of day February 12?";"Obama avg. approval 2/12?"
"What will Obama's average job approval be at end of day February 12?";"Obama avg. approval 2/12?"
"What will Obama's average job approval be at end of day February 12?";"Obama avg. approval 2/12?"
"What will Obama's average job approval be at end of day February 12?";"Obama avg. approval 2/12?"
"Which candidate will get the most speaking time at the PBS debate?";"Most speaking time at PBS debate?"
"Which candidate will get the most speaking time at the PBS debate?";"Most speaking time at PBS debate?"
"Who will place 2nd in the 2016 South Carolina Republican primary?";"Who'll be the GOP runner-up in South Carolina?"
"Who will place 2nd in the 2016 South Carolina Republican primary?";"Who'll be the GOP runner-up in South Carolina?"
"Who will place 2nd in the 2016 South Carolina Republican primary?";"Who'll be the GOP runner-up in South Carolina?"
"Who will place 2nd in the 2016 South Carolina Republican primary?";"Who'll be the GOP runner-up in South Carolina?"
"Who will place 2nd in the 2016 South Carolina Republican primary?";"Who'll be the GOP runner-up in South Carolina?"
"Who will place 2nd in the 2016 South Carolina Republican primary?";"Who'll be the GOP runner-up in South Carolina?"
"Who will place 3rd in the 2016 South Carolina Republican primary?";"Who'll finish 3rd for the GOP in South Carolina?"
"Who will place 3rd in the 2016 South Carolina Republican primary?";"Who'll finish 3rd for the GOP in South Carolina?"
"Who will place 3rd in the 2016 South Carolina Republican primary?";"Who'll finish 3rd for the GOP in South Carolina?"
"Who will place 3rd in the 2016 South Carolina Republican primary?";"Who'll finish 3rd for the GOP in South Carolina?"
"Who will place 3rd in the 2016 South Carolina Republican primary?";"Who'll finish 3rd for the GOP in South Carolina?"
"Who will place 3rd in the 2016 South Carolina Republican primary?";"Who'll finish 3rd for the GOP in South Carolina?"
"Who will place 2nd in the 2016 Nevada Republican caucuses?";"Who'll finish 2nd for the GOP in Nevada?"
"Who will place 2nd in the 2016 Nevada Republican caucuses?";"Who'll finish 2nd for the GOP in Nevada?"
"Who will place 2nd in the 2016 Nevada Republican caucuses?";"Who'll finish 2nd for the GOP in Nevada?"
"Who will place 2nd in the 2016 Nevada Republican caucuses?";"Who'll finish 2nd for the GOP in Nevada?"
"Who will place 2nd in the 2016 Nevada Republican caucuses?";"Who'll finish 2nd for the GOP in Nevada?"
"Will a PBS moderator or questioner bring up Gloria Steinem?";"PBS question on Gloria Steinem?"
"Which candidate will get the most speaking time at the CBS debate?";"Most speaking time at CBS debate?"
"Which candidate will get the most speaking time at the CBS debate?";"Most speaking time at CBS debate?"
"Which candidate will get the most speaking time at the CBS debate?";"Most speaking time at CBS debate?"
"Which candidate will get the most speaking time at the CBS debate?";"Most speaking time at CBS debate?"
"Which candidate will get the most speaking time at the CBS debate?";"Most speaking time at CBS debate?"
"Which candidate will get the most speaking time at the CBS debate?";"Most speaking time at CBS debate?"
"What will Obama's average job approval be at end of day February 19?";"Obama avg. approval 2/19?"
"What will Obama's average job approval be at end of day February 19?";"Obama avg. approval 2/19?"
"What will Obama's average job approval be at end of day February 19?";"Obama avg. approval 2/19?"
"What will Obama's average job approval be at end of day February 19?";"Obama avg. approval 2/19?"
"What will Obama's average job approval be at end of day February 19?";"Obama avg. approval 2/19?"
"Will ""Right Direction"" poll at 28.5%+ on February 19?";"Direction of country 28.5+ on 2/19?"
"Will congressional job approval be at least 13.5% on February 19?";"Congress approval 13.5+ on 2/19?"
"Will Obama's Gallup approval be 49% or higher for February 16 - 18?";"Obama's Gallup at 49+ 2/16-2/18?"
"Will a CBS moderator or questioner bring up same-sex marriage?";"CBS question on same-sex marriage?"
"Will a CBS moderator or questioner bring up push polls?";"CBS question on push polls?"
"Will a CBS moderator or questioner bring up Kaesong?";"CBS question on Kaesong?"
"Will Obama's next nominee to the Supreme Court be a woman?";"Obama's next SCOTUS nominee a woman?"
"Will the Senate vote on any SCOTUS nominee before Obama leaves office?";"Will Senate vote on any Obama SCOTUS nominee?"
"Will the Senate confirm the next SCOTUS nominee before Obama leaves office?";"Will Senate confirm next Obama SCOTUS nominee?"
"Will the Senate confirm any SCOTUS nominee before Obama leaves office?";"Will the Senate confirm any Obama SCOTUS nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Who will be Obama's next Supreme Court nominee?";"Who will be Obama's next Supreme Court nominee?"
"Will Bush drop out before Super Tuesday?";"Will Bush drop out before Super Tuesday?"
"Will John Kasich drop out before Super Tuesday?";"Will Kasich drop out before Super Tuesday?"
"Will Ben Carson drop out before Super Tuesday?";"Will Carson drop out before Super Tuesday?"
"Who will win the Kansas Republican caucuses?";"Who'll win the Kansas Republican caucuses?"
"Who will win the Kansas Republican caucuses?";"Who'll win the Kansas Republican caucuses?"
"Who will win the Kansas Republican caucuses?";"Who'll win the Kansas Republican caucuses?"
"Who will win the Kansas Republican caucuses?";"Who'll win the Kansas Republican caucuses?"
"Who will win the Kansas Republican caucuses?";"Who'll win the Kansas Republican caucuses?"
"Who will win the Kansas Republican caucuses?";"Who'll win the Kansas Republican caucuses?"
"Who will win the Kansas Democratic caucuses?";"Who'll win the Kansas Democratic caucuses?"
"Who will win the Kansas Democratic caucuses?";"Who'll win the Kansas Democratic caucuses?"
"Who will win the Kentucky Republican caucuses?";"Who'll win the Kentucky Republican caucuses?"
"Who will win the Kentucky Republican caucuses?";"Who'll win the Kentucky Republican caucuses?"
"Who will win the Kentucky Republican caucuses?";"Who'll win the Kentucky Republican caucuses?"
"Who will win the Kentucky Republican caucuses?";"Who'll win the Kentucky Republican caucuses?"
"Who will win the Kentucky Republican caucuses?";"Who'll win the Kentucky Republican caucuses?"
"Who will win the Kentucky Republican caucuses?";"Who'll win the Kentucky Republican caucuses?"
"Who will win the Maine Republican caucuses?";"Who'll win the Maine Republican caucuses?"
"Who will win the Maine Republican caucuses?";"Who'll win the Maine Republican caucuses?"
"Who will win the Maine Republican caucuses?";"Who'll win the Maine Republican caucuses?"
"Who will win the Maine Republican caucuses?";"Who'll win the Maine Republican caucuses?"
"Who will win the Maine Republican caucuses?";"Who'll win the Maine Republican caucuses?"
"Who will win the Maine Republican caucuses?";"Who'll win the Maine Republican caucuses?"
"Who will win the Nebraska Democratic caucuses?";"Who'll win the Nebraska Democratic caucuses?"
"Who will win the Nebraska Democratic caucuses?";"Who'll win the Nebraska Democratic caucuses?"
"Who will win the Louisiana Democratic primary?";"Who'll win the Louisiana Democratic primary?"
"Who will win the Louisiana Democratic primary?";"Who'll win the Louisiana Democratic primary?"
"Who will win the Louisiana Republican primary?";"Who'll win the Louisiana Republican primary?"
"Who will win the Louisiana Republican primary?";"Who'll win the Louisiana Republican primary?"
"Who will win the Louisiana Republican primary?";"Who'll win the Louisiana Republican primary?"
"Who will win the Louisiana Republican primary?";"Who'll win the Louisiana Republican primary?"
"Who will win the Louisiana Republican primary?";"Who'll win the Louisiana Republican primary?"
"Who will win the Louisiana Republican primary?";"Who'll win the Louisiana Republican primary?"
"What will Obama's average job approval be at end of day February 26?";"Obama avg. approval 2/26?"
"What will Obama's average job approval be at end of day February 26?";"Obama avg. approval 2/26?"
"What will Obama's average job approval be at end of day February 26?";"Obama avg. approval 2/26?"
"What will Obama's average job approval be at end of day February 26?";"Obama avg. approval 2/26?"
"What will Obama's average job approval be at end of day February 26?";"Obama avg. approval 2/26?"
"Will Obama's Gallup approval be 49% or higher for February 23 - 25?";"Obama's Gallup at 49+ 2/23-2/25?"
"Will ""Right Direction"" poll at 29.5%+ on February 26?";"Direction of country 29.5+ on 2/26?"
"Will congressional job approval be at least 13.0% on February 26?";"Congress approval 13.0+ on 2/26?"
"Who will win the Maine Democratic caucuses?";"Who'll win the Maine Democratic caucuses?"
"Who will win the Maine Democratic caucuses?";"Who'll win the Maine Democratic caucuses?"
"Who will win the Puerto Rico Republican primary?";"Who'll win the Puerto Rico Republican primary?"
"Who will win the Puerto Rico Republican primary?";"Who'll win the Puerto Rico Republican primary?"
"Who will win the Puerto Rico Republican primary?";"Who'll win the Puerto Rico Republican primary?"
"Who will win the Puerto Rico Republican primary?";"Who'll win the Puerto Rico Republican primary?"
"Who will win the Puerto Rico Republican primary?";"Who'll win the Puerto Rico Republican primary?"
"Who will win the Puerto Rico Republican primary?";"Who'll win the Puerto Rico Republican primary?"
"Will Apple be held in contempt of court by the end of March?";"Apple held in contempt by 3/31?"
"Will the Select Committee on Benghazi publish a new report by May 2?";"New Benghazi committee report by May 2?"
"Will the margin of victory in the Nevada Republican caucuses exceed 15 percentage points?";"Will the margin of victory in Nevada be more than 15%?"
"Will turnout in the South Carolina Democratic primary exceed 22%?";"Will turnout in the SC Democratic primary be over 22%?"
"Which candidate will get the most speaking time at the CNN/Telemundo debate?";"Most speaking time at CNN/Telemundo debate?"
"Which candidate will get the most speaking time at the CNN/Telemundo debate?";"Most speaking time at CNN/Telemundo debate?"
"Which candidate will get the most speaking time at the CNN/Telemundo debate?";"Most speaking time at CNN/Telemundo debate?"
"Which candidate will get the most speaking time at the CNN/Telemundo debate?";"Most speaking time at CNN/Telemundo debate?"
"Which candidate will get the most speaking time at the CNN/Telemundo debate?";"Most speaking time at CNN/Telemundo debate?"
"Will a CNN/Telemundo debate moderator or questioner bring up Rick Tyler?";"CNN/Telemundo question on Rick Tyler?"
"Will Arseniy Yatsenyuk be prime minister of Ukraine at the end of March?";"Will Yatsenyuk make it through March?"
"Will Obama's Gallup approval be 48% or higher for March 1 - 3?";"Obama's Gallup at 48+ 3/1-3/3?"
"What will Obama's average job approval be at end of day March 4?";"Obama avg. approval 3/4?"
"What will Obama's average job approval be at end of day March 4?";"Obama avg. approval 3/4?"
"What will Obama's average job approval be at end of day March 4?";"Obama avg. approval 3/4?"
"What will Obama's average job approval be at end of day March 4?";"Obama avg. approval 3/4?"
"What will Obama's average job approval be at end of day March 4?";"Obama avg. approval 3/4?"
"Will ""Right Direction"" poll at 28.0%+ on March 4?";"Direction of country 28+ on 3/4?"
"Will congressional job approval be at least 12.0% on March 4?";"Congress approval 12.0+ on 3/4?"
"Who will win the Michigan Republican primary?";"Who'll win the Michigan Republican primary?"
"Who will win the Michigan Republican primary?";"Who'll win the Michigan Republican primary?"
"Who will win the Michigan Republican primary?";"Who'll win the Michigan Republican primary?"
"Who will win the Michigan Republican primary?";"Who'll win the Michigan Republican primary?"
"Who will win the Michigan Republican primary?";"Who'll win the Michigan Republican primary?"
"Who will win the Michigan Democratic primary?";"Who'll win the Michigan Democratic primary?"
"Who will win the Michigan Democratic primary?";"Who'll win the Michigan Democratic primary?"
"Who will win the Mississippi Republican primary?";"Who'll win the Mississippi Republican primary?"
"Who will win the Mississippi Republican primary?";"Who'll win the Mississippi Republican primary?"
"Who will win the Mississippi Republican primary?";"Who'll win the Mississippi Republican primary?"
"Who will win the Mississippi Republican primary?";"Who'll win the Mississippi Republican primary?"
"Who will win the Mississippi Republican primary?";"Who'll win the Mississippi Republican primary?"
"Who will win the Mississippi Democratic primary?";"Who'll win the Mississippi Democratic primary?"
"Who will win the Mississippi Democratic primary?";"Who'll win the Mississippi Democratic primary?"
"Who will win the Hawaii Republican caucuses?";"Who'll win the Hawaii Republican caucuses?"
"Who will win the Hawaii Republican caucuses?";"Who'll win the Hawaii Republican caucuses?"
"Who will win the Hawaii Republican caucuses?";"Who'll win the Hawaii Republican caucuses?"
"Who will win the Hawaii Republican caucuses?";"Who'll win the Hawaii Republican caucuses?"
"Who will win the Hawaii Republican caucuses?";"Who'll win the Hawaii Republican caucuses?"
"Who will win the Idaho Republican primary?";"Who'll win the Idaho Republican primary?"
"Who will win the Idaho Republican primary?";"Who'll win the Idaho Republican primary?"
"Who will win the Idaho Republican primary?";"Who'll win the Idaho Republican primary?"
"Who will win the Idaho Republican primary?";"Who'll win the Idaho Republican primary?"
"Who will win the Idaho Republican primary?";"Who'll win the Idaho Republican primary?"
"Which candidate will get the most speaking time at the Fox News debate?";"Most speaking time at Fox News debate?"
"Which candidate will get the most speaking time at the Fox News debate?";"Most speaking time at Fox News debate?"
"Which candidate will get the most speaking time at the Fox News debate?";"Most speaking time at Fox News debate?"
"Which candidate will get the most speaking time at the Fox News debate?";"Most speaking time at Fox News debate?"
"Who will win the Ohio Democratic primary?";"Who'll win the Ohio Democratic primary?"
"Who will win the Ohio Democratic primary?";"Who'll win the Ohio Democratic primary?"
"Who will win the Ohio Republican primary?";"Who'll win the Ohio Republican primary?"
"Who will win the Ohio Republican primary?";"Who'll win the Ohio Republican primary?"
"Who will win the Ohio Republican primary?";"Who'll win the Ohio Republican primary?"
"Who will win the Ohio Republican primary?";"Who'll win the Ohio Republican primary?"
"Who will win the Ohio Republican primary?";"Who'll win the Ohio Republican primary?"
"Who will win the North Carolina Democratic primary?";"Who'll win the North Carolina Democratic primary?"
"Who will win the North Carolina Democratic primary?";"Who'll win the North Carolina Democratic primary?"
"Who will win the North Carolina Republican primary?";"Who'll win the North Carolina Republican primary?"
"Who will win the North Carolina Republican primary?";"Who'll win the North Carolina Republican primary?"
"Who will win the North Carolina Republican primary?";"Who'll win the North Carolina Republican primary?"
"Who will win the North Carolina Republican primary?";"Who'll win the North Carolina Republican primary?"
"Who will win the North Carolina Republican primary?";"Who'll win the North Carolina Republican primary?"
"Who will win the Missouri Democratic primary?";"Who'll win the Missouri Democratic primary?"
"Who will win the Missouri Democratic primary?";"Who'll win the Missouri Democratic primary?"
"Who will win the Missouri Republican primary?";"Who'll win the Missouri Republican primary?"
"Who will win the Missouri Republican primary?";"Who'll win the Missouri Republican primary?"
"Who will win the Missouri Republican primary?";"Who'll win the Missouri Republican primary?"
"Who will win the Missouri Republican primary?";"Who'll win the Missouri Republican primary?"
"Who will win the Missouri Republican primary?";"Who'll win the Missouri Republican primary?"
"Who will win the Illinois Democratic primary?";"Who'll win the Illinois Democratic primary?"
"Who will win the Illinois Democratic primary?";"Who'll win the Illinois Democratic primary?"
"Who will win the Illinois Republican primary?";"Who'll win the Illinois Republican primary?"
"Who will win the Illinois Republican primary?";"Who'll win the Illinois Republican primary?"
"Who will win the Illinois Republican primary?";"Who'll win the Illinois Republican primary?"
"Who will win the Illinois Republican primary?";"Who'll win the Illinois Republican primary?"
"Who will win the Illinois Republican primary?";"Who'll win the Illinois Republican primary?"
"Who will win the Florida Republican primary?";"Who'll win the Florida Republican primary?"
"Who will win the Florida Republican primary?";"Who'll win the Florida Republican primary?"
"Who will win the Florida Republican primary?";"Who'll win the Florida Republican primary?"
"Who will win the Florida Republican primary?";"Who'll win the Florida Republican primary?"
"Who will win the Florida Republican primary?";"Who'll win the Florida Republican primary?"
"Who will win the Florida Democratic primary?";"Who'll win the Florida Democratic primary?"
"Who will win the Florida Democratic primary?";"Who'll win the Florida Democratic primary?"
"Will the margin of victory in the Louisiana Republican primary exceed 15 percentage points?";"LA GOP margin of victory >15%?"
"Will Obama's Gallup approval be 50% or higher for March 8 - 10?";"Obama's Gallup at 50+ 3/8-3/10?"
"Will congressional job approval be at least 12.5% on March 11?";"Congress approval 12.5+ on 3/11?"
"Will ""Right Direction"" poll at 28.5%+ on March 11?";"Direction of country 28.5+ on 3/11?"
"What will Obama's average job approval be at end of day March 11?";"Obama avg. approval 3/11?"
"What will Obama's average job approval be at end of day March 11?";"Obama avg. approval 3/11?"
"What will Obama's average job approval be at end of day March 11?";"Obama avg. approval 3/11?"
"What will Obama's average job approval be at end of day March 11?";"Obama avg. approval 3/11?"
"What will Obama's average job approval be at end of day March 11?";"Obama avg. approval 3/11?"
"Who will place 2nd in the Michigan Republican primary?";"MI GOP primary runner-up?"
"Who will place 2nd in the Michigan Republican primary?";"MI GOP primary runner-up?"
"Who will place 2nd in the Michigan Republican primary?";"MI GOP primary runner-up?"
"Who will place 2nd in the Michigan Republican primary?";"MI GOP primary runner-up?"
"Who will win the DC Republican convention?";"Who'll win the DC Republican convention?"
"Who will win the DC Republican convention?";"Who'll win the DC Republican convention?"
"Who will win the DC Republican convention?";"Who'll win the DC Republican convention?"
"Who will win the DC Republican convention?";"Who'll win the DC Republican convention?"
"Which candidate will get the most speaking time at the CNN/Univision debate?";"Most speaking time at CNN/Univision debate?"
"Which candidate will get the most speaking time at the CNN/Univision debate?";"Most speaking time at CNN/Univision debate?"
"Which candidate will get the most speaking time at the CNN/Univision debate?";"Most speaking time at CNN/Univision debate?"
"Which candidate will get the most speaking time at the CNN/Univision debate?";"Most speaking time at CNN/Univision debate?"
"Will Trump be bleeped during the CNN/Univision debate?";"Will Trump be bleeped during CNN/Univision debate?"
"Will Kasich drop out before or within two days after the OH primary?";"Will Kasich drop out before March 18?"
"Will Rubio drop out before or within two days after the FL primary?";"Will Rubio drop out before March 18?"
"Will Obama's Gallup approval be 52% or higher for March 15 - 17?";"Obama's Gallup at 52+ 3/15-3/17?"
"Will ""Right Direction"" poll at 28.0%+ on March 18?";"Direction of country 28+ on 3/18?"
"Will congressional job approval be at least 12.5% on March 18?";"Congress approval 12.5+ on 3/18?"
"What will Obama's average job approval be at end of day March 18?";"Obama avg. approval 3/18?"
"What will Obama's average job approval be at end of day March 18?";"Obama avg. approval 3/18?"
"What will Obama's average job approval be at end of day March 18?";"Obama avg. approval 3/18?"
"What will Obama's average job approval be at end of day March 18?";"Obama avg. approval 3/18?"
"What will Obama's average job approval be at end of day March 18?";"Obama avg. approval 3/18?"
"Will Trump participate in the Salt Lake City debate?";"Will Trump debate in Salt Lake?"
"Who will win the Arizona Republican primary?";"Who'll win the Arizona Republican primary?"
"Who will win the Arizona Republican primary?";"Who'll win the Arizona Republican primary?"
"Who will win the Arizona Republican primary?";"Who'll win the Arizona Republican primary?"
"Who will win the Arizona Republican primary?";"Who'll win the Arizona Republican primary?"
"Who will win the Utah Republican caucuses?";"Who'll win the Utah Republican caucuses?"
"Who will win the Utah Republican caucuses?";"Who'll win the Utah Republican caucuses?"
"Who will win the Utah Republican caucuses?";"Who'll win the Utah Republican caucuses?"
"Who will win the Utah Republican caucuses?";"Who'll win the Utah Republican caucuses?"
"Who will win the Utah Democratic caucuses?";"Who'll win the Utah Democratic caucuses?"
"Who will win the Utah Democratic caucuses?";"Who'll win the Utah Democratic caucuses?"
"Who will win the Arizona Democratic primary?";"Who'll win the Arizona Democratic primary?"
"Who will win the Arizona Democratic primary?";"Who'll win the Arizona Democratic primary?"
"Who'll win the Idaho Democratic caucuses?";"Who'll win the Idaho Democratic caucuses?"
"Who'll win the Idaho Democratic caucuses?";"Who'll win the Idaho Democratic caucuses?"
"Who will win the Washington Democratic caucuses?";"Who'll win the Washington Democratic caucuses?"
"Who will win the Washington Democratic caucuses?";"Who'll win the Washington Democratic caucuses?"
"Who will win the Hawaii Democratic caucuses?";"Who'll win the Hawaii Democratic caucuses?"
"Who will win the Hawaii Democratic caucuses?";"Who'll win the Hawaii Democratic caucuses?"
"Who will win the Alaska Democratic caucuses?";"Who'll win the Alaska Democratic caucuses?"
"Who will win the Alaska Democratic caucuses?";"Who'll win the Alaska Democratic caucuses?"
"What will Obama's average job approval be at end of day March 25?";"Obama avg. approval 3/25?"
"What will Obama's average job approval be at end of day March 25?";"Obama avg. approval 3/25?"
